Feature1,Feature2,Class
1.5947491813119454,-0.4639492432349378,1
0.07556595350017128,0.4652807235064578,1
0.7408628548480893,-0.3870224954951715,1
-1.0748550850145455,0.2402160454486748,0
-0.7727827927587816,0.18024041787881648,0
-0.6874129744070949,0.8052925067202598,0
0.21454610427338114,0.7850672980105443,0
1.3845864812977093,-0.4482026965488029,1
0.857548992259535,0.6864452125715268,0
0.9064357743208146,-0.10126756324127108,0
0.3867192801312201,0.7985457023884154,0
-0.3273063650480362,0.9248578718881931,0
1.220000360565773,-0.618390019606502,1
-0.6122383074665058,0.9060159313802583,0
1.9428127166507025,0.22893221674432596,1
1.1620453229599943,0.35250255314652434,0
1.1311901353851501,-0.3877834669038847,1
1.0863612529516988,-0.5251216910316229,1
0.5404584404746582,0.6682208486548045,0
-0.2892663883224294,0.8892495305953727,0
-0.0419408987002491,0.14171840454134083,1
1.8483359485522395,-0.17892015174286183,1
0.005967518579800393,0.8380202058590651,0
-1.005405462449748,0.3730865527617754,0
0.49744086311319524,-0.08522881207200628,1
0.440564764688407,0.9299583732280773,0
-0.9180153793194918,0.4838804022295595,0
2.0177178931050213,0.1338193407802165,1
0.758559507286455,0.5279581644015546,0
0.7388780629919359,-0.5858805076680575,1
0.8918532011338473,0.7688268209921042,0
-1.0448019366103676,0.1177773514627652,0
1.7719317306111086,-0.4530089486350962,1
-0.18195821489129738,1.211876455816242,0
2.1627209290170777,-0.10805635111176365,1
0.8575405113048504,0.335347344486816,0
0.32298219761346214,-0.43533236690123556,1
0.4114084194363179,-0.15201366683372095,1
-0.6289381204931539,0.807863889607511,0
0.5798834161951175,0.9203614059544384,0
-0.9966280643982158,-0.14365044760059623,0
-0.4773559235520888,0.871950990188521,0
0.7693585920731564,0.3520075514471255,0
2.073796256768982,0.3190033917922132,1
-0.24603565417643652,0.9547897311253672,0
0.3281495868656251,1.012508875135576,0
1.554656227019183,-0.40653472404246555,1
0.1082533400626597,1.1042842524914191,0
0.3063286659830728,-0.36890055280703504,1
0.5489755865706982,0.8292268732807416,0
-0.17321197185134837,1.0137636352282062,0
1.1016174299225179,0.20944913217248343,0
0.39037062077222817,0.7850055835492245,0
-0.6635076316233697,0.7048332702910262,0
0.8370599880050298,0.6185526482654519,0
1.3250006683357025,-0.26029664930276813,1
0.9949440458404722,0.35552695277994556,0
0.35935128597636323,-0.5139799059281558,1
-0.6542218050433228,0.7383922042930221,0
1.641804734006182,-0.10114504555975146,1
0.23426342812959172,0.03658727712692281,1
1.8848126441463313,0.6325913862140178,1
0.10881397251268532,0.6136768418158838,1
-1.085145176636995,0.46171347392395806,0
0.03790690885827789,0.5071137540863835,1
0.6467231759785248,-0.3901663492954868,1
-1.2139243021892174,0.0894757253278553,0
0.7589486705560443,-0.27376915455928436,1
0.19377973887282204,-0.0877967476104102,1
2.3258625794020267,0.3683804225354722,1
1.2831375882571932,-0.43579600842291794,1
-0.7984816189751542,0.44884941007120793,0
0.20141681944850076,-0.2240251032538898,1
-0.957577541095986,0.07014579729053319,0
1.9718505555218535,0.37889889821122963,1
0.025906326991451234,-0.03150627075276086,1
0.7538833877891156,-0.5316484184218326,1
-0.3309787154959044,0.8463499834844994,0
2.025269253118906,0.05526767757152087,1
0.005228188623228436,-0.13562632237866934,1
0.20463912537226436,-0.3822427504355218,1
1.6260895447408175,-0.10670133333064064,1
-0.798382555092509,0.49266435985345014,0
-0.20571190689135477,0.7863597547117769,0
0.855953518175806,0.1234696984837163,0
-0.01162716756967366,0.28966181727559276,1
0.23072308408877393,0.9257988525132367,0
1.218535732558436,0.0467805935779384,0
-0.013586478571007934,0.9407751320706903,0
1.6688179565149148,-0.12420531238696794,1
1.6323341697396194,0.06040555201614205,1
0.9029941694315486,-0.40626745566961553,1
1.6665836449224711,-0.17803466214918218,1
1.4155700727910152,-0.3340365946823991,1
0.4841799613648228,0.8699594812620477,0
0.18572304111270815,-0.15645660478159076,1
0.9686368813548213,-0.5270009040630298,1
0.5355667377022723,0.7124382527923333,0
1.8846827820242311,-0.02910434123827159,1
-0.04215939144073994,0.4547940026309364,1
